"country_code","year","value","indicator"
"LU",2022,74.8,"employment"
"LU",2023,74.8,"employment"
"LU",2024,74.2,"employment"
"LV",2010,64.3,"employment"
"LV",2011,66.3,"employment"
"LV",2012,68.1,"employment"
"LV",2013,69.7,"employment"
"LV",2014,70.7,"employment"
"LV",2015,72.5,"employment"
"LV",2016,73.2,"employment"
"LV",2017,74.8,"employment"
"LV",2018,76.8,"employment"
"LV",2019,77.4,"employment"
"LV",2020,77,"employment"
"LV",2021,75.3,"employment"
"LV",2022,77,"employment"
"LV",2023,77.5,"employment"
"LV",2024,77.4,"employment"
"NL",2010,76.2,"employment"
"NL",2011,76.4,"employment"
"NL",2012,76.6,"employment"
"NL",2013,75.9,"employment"
"NL",2014,75.4,"employment"
"NL",2015,76.4,"employment"
"NL",2016,77.1,"employment"
"NL",2017,78,"employment"
"NL",2018,79.2,"employment"
"NL",2019,80.1,"employment"
"NL",2020,80,"employment"
"NL",2021,81.7,"employment"
"NL",2022,82.9,"employment"
"NL",2023,83.5,"employment"
"NL",2024,83.5,"employment"
"NO",2010,79.6,"employment"
"NO",2011,79.6,"employment"
"NO",2012,79.9,"employment"
"NO",2013,79.6,"employment"
"NO",2014,79.6,"employment"
"NO",2015,79.1,"employment"
"NO",2016,78.6,"employment"
"NO",2017,78.3,"employment"
"NO",2018,79.2,"employment"
"NO",2019,79.5,"employment"
"NO",2020,78.8,"employment"
"NO",2021,80,"employment"
"NO",2022,80.9,"employment"
"NO",2023,80.4,"employment"
"NO",2024,80,"employment"
"PL",2010,64.3,"employment"
"PL",2011,64.5,"employment"
"PL",2012,64.7,"employment"
"PL",2013,64.9,"employment"
"PL",2014,66.5,"employment"
"PL",2015,67.8,"employment"
"PL",2016,69.3,"employment"
"PL",2017,70.9,"employment"
"PL",2018,72.2,"employment"
"PL",2019,73.3,"employment"
"PL",2020,73.7,"employment"
"PL",2021,75.5,"employment"
"PL",2022,76.7,"employment"
"PL",2023,77.9,"employment"
"PL",2024,78.4,"employment"
"PT",2010,70.3,"employment"
"PT",2011,68.8,"employment"
"PT",2012,66.3,"employment"
"PT",2013,65.3,"employment"
"PT",2014,67.6,"employment"
"PT",2015,69.1,"employment"
"PT",2016,70.6,"employment"
"PT",2017,73.4,"employment"
"PT",2018,75.4,"employment"
"PT",2019,76.1,"employment"
"PT",2020,74.4,"employment"
"PT",2021,75.5,"employment"
"PT",2022,77.1,"employment"
"PT",2023,78,"employment"
"PT",2024,78.5,"employment"
"RO",2010,64.8,"employment"
"RO",2011,63.8,"employment"
"RO",2012,64.8,"employment"
"RO",2013,64.7,"employment"
"RO",2014,65.7,"employment"
"RO",2015,66,"employment"
"RO",2016,66.3,"employment"
"RO",2017,68.8,"employment"
"RO",2018,69.9,"employment"
"RO",2019,70.9,"employment"
"RO",2020,70.8,"employment"
"RO",2021,67.1,"employment"
"RO",2022,68.5,"employment"
"RO",2023,68.7,"employment"
"RO",2024,69.5,"employment"
"SE",2010,78.1,"employment"
"SE",2011,79.4,"employment"
"SE",2012,79.4,"employment"
"SE",2013,79.8,"employment"
"SE",2014,80,"employment"
"SE",2015,80.5,"employment"
"SE",2016,81.2,"employment"
"SE",2017,81.8,"employment"
"SE",2018,82.4,"employment"
"SE",2019,82.1,"employment"
"SE",2020,80.8,"employment"
"SE",2021,80.4,"employment"
"SE",2022,82,"employment"
"SE",2023,82.6,"employment"
"SE",2024,81.9,"employment"
"SI",2010,70.3,"employment"
"SI",2011,68.4,"employment"
"SI",2012,68.3,"employment"
"SI",2013,67.2,"employment"
"SI",2014,67.7,"employment"
"SI",2015,69.1,"employment"
"SI",2016,70.1,"employment"
"SI",2017,73.4,"employment"
"SI",2018,75.4,"employment"
"SI",2019,76.4,"employment"
"SI",2020,75.6,"employment"
"SI",2021,76.1,"employment"
"SI",2022,77.9,"employment"
"SI",2023,77.5,"employment"
"SI",2024,78.3,"employment"
"SK",2010,64.6,"employment"
"SK",2011,65,"employment"
"SK",2012,65.1,"employment"
"SK",2013,65,"employment"
"SK",2014,65.9,"employment"
"SK",2015,67.7,"employment"
"SK",2016,69.8,"employment"
"SK",2017,71.1,"employment"
"SK",2018,72.4,"employment"
"SK",2019,73.4,"employment"
"SK",2020,72.5,"employment"
"SK",2021,74.6,"employment"
"SK",2022,76.7,"employment"
"SK",2023,77.5,"employment"
"SK",2024,78.1,"employment"
