STRUCTURE,STRUCTURE_ID,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2010,26.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2011,25.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2012,25.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2013,24.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2014,24.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2015,25.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2016,26.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2017,25.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2018,25.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2019,27.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2020,27.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2021,25.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2022,22.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2023,19.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2024,17.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,BG,2025,18.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2000,39.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2001,38.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2002,38.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2003,38.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2004,37.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2005,37.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2006,37.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2007,36.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2008,35.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2009,37.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2010,32.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2011,31.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2012,30.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2013,29.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2014,28.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2015,27.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2016,26.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2017,26.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2018,27.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2019,25.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2020,25.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2021,23.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2022,23.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2023,24.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2024,25.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CH,2025,24.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2000,22.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2001,24.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2002,22.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2003,24.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2004,28.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2005,21.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2006,19.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2007,17.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2008,18.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2009,15.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2010,17.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2011,16.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2012,17.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2013,14.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2014,11.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2015,11.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2016,13.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2017,14.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2018,14.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2019,13.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2020,15.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2021,14.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2022,12.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2023,17.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2024,17.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CY,2025,15.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2000,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2001,24.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2002,23.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2003,24.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2004,25.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2005,25.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2006,24.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2007,25.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2008,25.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2009,25.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2010,24.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2011,25.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2012,25.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2013,24.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2014,23.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2015,24.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2016,25.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2017,26.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2018,27.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2019,28.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2020,30.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2021,28.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2022,27.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2023,28.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2024,28.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,CZ,2025,29.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2000,37.7,u,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2001,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2002,43.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2003,44.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2004,44.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2005,45.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2006,44.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2007,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2008,42.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2009,42.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2010,40.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2011,38.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2012,37.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2013,35.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2014,35.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2015,36.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2016,35.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2017,35.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2018,35.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2019,35.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2020,33.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2021,35.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2022,36.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2023,36.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2024,37.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DE,2025,35.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2000,43.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2001,25.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2002,27.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2003,40.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2004,41.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2005,41.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2006,41.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2007,46.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2008,46.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2009,43.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2010,44.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2011,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2012,41.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2013,41.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2014,39.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2015,39.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2016,37.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2017,37.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2018,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2019,37.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2020,37.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2021,38.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2022,37.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2023,37.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2024,37.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,DK,2025,34.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2000,28.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2001,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2002,29.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2003,32.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2004,31.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2005,32.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2006,32.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2007,34.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2008,34.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2009,32.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2010,30.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2011,30.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2012,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2013,27.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2014,30.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2015,33.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2016,31.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2017,30.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2018,32.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2019,31.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2020,29.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2021,30.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2022,32.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2023,32.7,,
